Initializing I2C devices...
Testing device connect[SEND] a
Initializing DMP...
Enabling DMP...
Enabling interrupt detection (Arduino external interrypr	-0.05	-3.41	-2.29
ypr	-0.05	-3.41	-2.29
ypr	-0.05	-3.40	-2.29
ypr	-0.05	-3.40	-2.29
ypr	-0.05	-3.40	-2.29
ypr	-0.05	-3.40	-2.29
ypr	-0.05	-3.40	-2.28
ypr	-0.05	-3.40	-2.28
ypr	-0.05	-3.39	-2.27
ypr	-0.05	-3.39	-2.27
ypr	-0.05	-3.39	-2.27
ypr	-0.05	-3.38	-2.27
ypr	-0.05	-3.38	-2.27
ypr	-0.05	-3.38	-2.26
05	-3.38	-2.26
ypr	-0.05	-3.38	-2.26
ypr	-0.05	-3.38	-2.25
ypr	-0.05	-3.38	-2.25
ypr	-0.05	-3.38	-2.25
ypr	-0.05	-3.38	-2.24
ypr	-0.05	-3.38	-2.24
ypr	-0.05	-3.38	-2.24
ypr	-0.06	-3.38	-2.24
ypr	-0.038	-2.24
ypr	-0.06	-3.37	-2.24
ypr	-0.06	-3.37	-2.24
ypr	-0.06	-3.37	-2.23
ypr	-0.06	-3.37	-2.23
ypr	-0.06	-3.37	-2.23
ypr	-0.06	-3.36	-2.23
ypr	-0.06	-3.36	-2.23
ypr	-0.06	-3.36	-2.22
ypr	-0.06	-3.36	-2.22
ypr	-0.06	-3.36	-2.22
ypr	-0.06	-3.36	-2.22
ypr	-0.06	-3.36	-2.22
ypr	-0.07	-3.36	-2.22
ypr	-0.07	-3.36	-2.22
ypr	-0.06	-3.36	-2.21
ypr	-0.06	-3.36	-2.21
0.06	-3.35	-2.20
ypr	-0.06	-3.35	-2.20
ypr	-0.06	-3.35	-2.20
ypr	-0.06	-3.35	-2.20
ypr	-0.07	-3.35	-2.20
ypr	-0.07	-3.35	-2.20
ypr	-0.07	-3.35	-2.20
ypr	-0.07	-3.34	-2.19
ypr	-0.07	-3.34	-2.19
ypr	-0.07	-3.34	-2.18
ypr	-0.07	-3.34	-2.18
ypr	-0.07	-3.34	-2.18
ypr	-0.07	-3.34	-2.18
ypr	-0.07	-3.34	-2.18
ypr	-0.07	-3.33	-2.18
ypr	-0.08	-3.33	-2.17
ypr	-0.08	-3.33	-2.17
ypr	-0.08	-3.33	-2.17
ypr	-0.08	-3.33	-2.17
ypr	-0.08	-3.33	-2.17
ypypr	-0.08	-3.32	-2.17
ypr	-0.08	-3.32	-2.17
ypr	-0.08	-3.32	-2.16
ypr	-0.08	-3.32	-2.16
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.33	-2.15
ypr	-0.08	-3.33	-2.15
ypr	-0.08	-3.33	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.09	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.08	-3.32	-2.15
ypr	-0.09	-3.31	-2.14
ypr	-0.09	-3.31	-2.14
ypr	-0.09	-3.31	-2.14
ypr	-0.09	-3.31	-2.14
ypr	-0.09	-3.31	-2.13
ypr	-0.09	-3.31	-2.13
ypr	-0.09	-3.31	-2.13
ypr	-0.09	-3.31	-2.13
ypr	-0.09	-3.31	-2.13
ypr	-0.10	-3.31	-2.13
ypr	-0.10	-3.31	-2.13
ypr	-0.10	-3.31	-2.12
ypr	-0.10	-3.31	-2.12
ypr	-0.10	-3.31	-2.12
ypr	-0.10	-3.31	-2.12
ypr	-0.10	-3.30	-2.11
ypr	-0.10	-3.30	-2.11
ypr	-0.10	-3.30	-2.11
ypr	-0.10	-3.30	-2.11
ypr	-0.10	-3.30	-2.12
ypr	-0.10	-3.30	-2.12
ypr	-0.10	-3.30	-2.12
ypr	-0.10	-3.30	-2.12
ypr	-0.10	-3.30	-2.12
r	-0.10	-3.30	-2.11
ypr	-0.10	-3.30	-2.11
ypr	-0.10	-3.30	-2.11
30	-2.11
ypr	-0.10	-3.29	-2.11
ypr	-0.10	-3.29	-2ypr	-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
ypr	-0.11	-3.30	-2.10
ypr	-0.12	-3.30	-2.10
ypr	-0.12	-3.30	-2.10
ypr	-0.12	-3.30	-2.10
ypr	-0.12	-3.30	-2.10
ypr	-0.12	-3.30	-2.10
ypr	-0.12	-3.30	-2.10
ypr	-0.12	-3.29	-2.10
ypr	-0.12	-3.29	-2.10
ypr	-0.12	-3.29	-2.10
ypr	-0.12	-3.29	-2.10
ypr	-0.12	-3.29	-2.10
ypr	-0.12	-3.30	-2.10
ypr	-0.12	-3.29	-2.10
ypr	-0.12	-3.29	-2.09
ypr	-0.12	-3.29	-2.09
ypr	-0.12	-3.29	-2.09
ypr	-0.13	-3.29	-2.09
ypr	-0.13	-3.29	-2.09
ypr	-0.13	-3.29	-2.09
ypr	-0.13	-3.28	-2.09
ypr	-0.13	-3.28	-2.09
ypr	-0.13	-3.28	-2.09
ypr	-0.13	-3.28	-2.09
ypr	-0.13	-3.28	-2.09
ypr	-0.13	-3.28	-2.09
ypr	-0.13	-3.28	-2.09
ypr	-0.14	-3.28	-2.09
ypr	-0.14	-3.28	-2.09
ypr	-0.14	-3.28	-2.09
ypr	-0.14	-3.28	-2.09
ypr	-0.14	-3.27	-2.08
ypr	-0.14	-3.27	-2.08
ypr	-0.14	-3.27	-2.08
ypr	-0.14	-3.27	-2.08
ypr	-0.14	-3.27	-2.08
ypr	-0.14	-3.27	-2.08
ypr	-0.14	-3.27	-2.08
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.08
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.14	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3.27	-2.07
ypr	-0.15	-3ypr	-0.15	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.07
ypr	-0.16	-3.27	-2.06
ypr	-0.16	-3.27	-2.06
ypr	-0.16	-3.27	-2.06
ypr	-0.17	-3.27	-2.06
ypr	-0.17	-3.27	-2.06
ypr	-0.17	-3.27	-2.06
ypr	-0.17	-3.27	-2.06
ypr	-0.17	-3.27	-2.06
ypr	-0.17	-3.26	-2.05
ypr	-0.17	-3.26	-2.05ypr	-0.17	-3.26	-2.05
ypr	-0.17	-3.26	-2.05
ypr	-0.17	-3.26	-2.05
ypr	-0.17	-3.26	-2.05
ypr	-0.17	-3.26	-2.05
ypr	-0.17	-3.26	-2.05
ypr	-0.17	-3.26	-2.05
ypr	-0.17	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.27	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.27	-2.05
ypr	-0.18	-3.27	-2.05
ypr	-0.18	-3.26	-2.05
ypypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
ypr	-0.18	-3.26	-2.05
