54,0,0,2,2,0,2,0,1,0,0
54,0,0,7350,1462,236,308,219,121,67,54
29,0,0,15308,3055,146,462,371,415,298,242
29,0,0,418088,39131,44833,3760,7862,6512,1482,2149
200,0,0,628548,183184,120286,109710,78201,74807,10465,5280
200,0,0,239783,267945,101319,20937,23005,188111,163972,51233
200,0,0,807928,406484,93135,123740,123004,185237,186178,30328
200,0,0,1484340,1256197,817966,690093,344559,202818,77535,32523
200,0,0,319133,56129,53621,87439,62192,39578,8593,3720
200,0,0,832606,1380547,356360,364785,410083,68844,73176,48098
200,0,0,776320,114856,14999,30417,25931,53715,65152,61762
200,0,0,324980,756794,92406,94987,75271,55055,44484,8257
200,0,0,2601580,194074,254801,139773,121177,105321,87690,53567
200,0,0,701393,489632,139411,110850,107158,90877,20011,27997
200,0,0,956890,272334,49332,80979,313618,160524,76038,49843
200,0,0,309936,90731,30345,92345,102284,99403,58642,26454
200,0,0,54337,53499,13322,8417,10188,12156,5836,2663
200,0,0,454349,232976,72928,191908,86780,81282,46676,34127
200,0,0,581384,797645,280267,165065,283704,204898,103109,66066
200,0,0,72688,86429,37177,115019,24058,91643,40729,57567
200,0,0,165401,68803,14147,29631,66810,55976,11943,24188
200,0,0,1836736,442678,551208,231290,413062,396098,291931,429380
200,0,0,685519,49998,14559,9052,2663,1510,611,356
200,0,0,968021,104732,72345,140264,311980,154490,75330,38140
51,0,0,53588,12415,17839,19289,11912,15816,7371,5528
25,0,0,922438,104203,66765,101375,81381,31073,4578,1770
51,0,0,942614,344832,208439,105650,52034,67694,19625,27764
51,0,0,561058,296530,75414,181712,137642,94343,10402,26114
26,0,0,517016,329704,147449,80961,5531,47430,42818,67897
0,0,0,1303962,1188103,230907,289802,214742,135203,162515,124525
0,0,0,1724177,210989,97269,142080,124694,59916,49474,26705
0,0,0,176182,78570,24988,20151,19820,8480,8256,5212
0,54,48,2414956,130569,48694,128020,136995,48728,32206,34528
0,69,29,704271,259097,42513,49617,48198,49236,52537,28047
0,66,53,853509,84629,11558,118429,42645,17420,20024,19294
0,61,35,1101300,1447502,118786,248212,131084,129968,149440,67725
0,27,30,805810,61203,12000,27655,24439,3308,8870,6129
0,23,34,1527233,99327,6292,29616,32495,16032,26506,19939
0,40,34,620529,17862,19609,9096,10085,6183,5845,2471
0,60,64,1252305,340771,225368,120300,114047,99706,79609,24318
0,100,69,817757,671475,363161,251804,238225,247796,213214,67617
0,75,97,1557940,189752,47086,84416,39046,10888,46140,28844
0,51,70,403227,345217,108960,51298,65714,26471,57190,29635
0,37,41,1726992,617928,99750,6144,58743,54165,119300,102675
0,7,20,1329738,591059,106454,36081,115603,38401,63232,107984
0,21,14,293618,123084,41095,26354,12276,12852,51448,13858
0,21,16,782387,329787,59612,51995,22146,21540,44810,14761
0,34,53,316691,28456,5920,23348,4833,7469,5842,3959
0,26,47,380726,598044,35934,38430,42331,28181,36136,43012
0,34,37,1618634,187596,16653,48569,20009,23057,36594,35108
0,43,30,464483,104278,14307,12959,21153,10328,13076,6317
0,34,1,19830,12924,924,1165,1549,1256,1877,1524
0,44,13,171214,956998,282584,70978,149273,85270,122580,61042
0,57,20,1668908,131391,47143,17482,28196,29748,22846,33061
0,60,27,1634493,742706,139183,131852,138684,82031,143174,104454
0,75,50,557074,119570,13338,72327,60810,30869,40142,24277
0,70,44,1915695,325817,22132,59720,30763,24469,10278,42504
0,60,29,679900,202811,23352,17466,6235,22623,26502,27059
0,54,30,232622,143776,14237,47227,41741,12766,19045,13503
0,41,35,679230,236938,89767,62606,36214,30811,65488,27826
0,50,41,153493,69749,11913,13673,4611,8173,5528,8605
0,27,61,2157421,1049819,180619,351926,132756,56884,197130,110458
0,54,83,2311323,33339,26255,49687,23732,28718,25030,25648
0,53,77,757525,54882,9582,16003,5215,6972,15960,11864
0,60,66,1233085,91375,6036,16590,18123,14544,12567,20129
0,61,48,646772,326558,39891,33068,35768,15118,53439,20277
0,50,26,1099781,138083,10592,46016,25826,28549,17435,13520
0,54,38,939347,85547,29901,46875,18068,18094,32979,17850
0,37,61,1610914,234093,113622,40449,20813,19461,20206,16154
0,56,56,1001615,192904,8058,30366,20147,24153,36124,34485
0,44,56,150008,27241,8049,2908,3907,3468,6348,4291
0,40,64,409254,20681,22703,13956,6985,4731,12962,6044
0,47,57,69144,10288,4853,1218,1470,1179,5684,1102
0,44,51,115419,51102,1383,2968,7306,4756,4033,1684
0,47,66,1142438,307335,129687,229954,137462,64816,26920,32243
0,38,50,1395265,175120,68489,24110,67088,15541,46925,15076
51,38,50,1213724,25913,13094,33899,7087,23989,10848,13168
0,43,60,1449045,41441,22022,15029,2037,7456,23811,4619
0,60,74,405063,94011,12047,6560,4741,21753,6692,5554
0,63,57,1594444,273006,50725,64884,169294,44813,14335,3700
51,63,57,878114,58902,64575,61605,93194,89737,75449,73010
26,63,57,1592486,188273,5097,41587,42879,103061,5436,2916
0,80,56,984341,50663,11508,9135,11620,9780,4949,5081
0,88,23,152582,87620,5477,3234,6694,13791,7554,4107
0,70,47,592591,40782,11412,33787,8663,6771,3759,1561
0,74,61,832968,88829,32930,48331,10586,21851,19729,30896
0,84,66,184240,35347,10818,32971,29139,37495,12507,16106
0,88,94,448162,48094,34025,26442,29788,35136,13871,10727
0,100,78,1719388,54582,27768,23848,77948,56417,15931,18578
0,100,57,522978,37478,5628,14575,10591,73521,20018,25773
0,84,30,1603057,651303,5435,13924,37578,22878,21550,41622
0,75,3,552637,267572,3858,10525,22472,75059,26923,13148
0,51,16,77937,57081,16694,65500,59210,24276,31231,25702
0,35,35,631143,55850,22502,18648,19093,27771,36651,12707
0,53,63,745500,93546,27927,23557,15028,23559,41425,15905
0,44,78,441827,130830,17601,22141,95443,23939,26058,20159
0,54,70,477870,57297,34192,14772,40898,38210,28709,11933
0,41,61,1323276,177608,24088,13425,32869,16823,26740,26194
0,41,66,2135643,119256,27640,83785,35816,42437,60033,25740
0,54,75,705304,53027,12501,25546,38848,38251,48481,13290
0,48,67,1753482,86384,3605,21743,20930,26123,27183,13085
0,69,69,2097249,78016,10592,25395,29233,60270,40960,26059
0,75,60,1269807,61994,9200,18605,30465,23811,72347,46865
0,70,53,643616,164739,35481,8773,32072,62923,44013,10300
0,70,61,446962,43746,15024,23171,29832,19674,53603,10385
0,61,70,471429,25977,17054,24569,40198,15874,27491,9310
0,56,83,68608,37485,44658,12544,35639,15868,23340,12175
0,47,90,629149,175883,56240,7822,36784,30694,34413,20678
0,53,94,568750,19479,21886,23040,20048,25846,24498,22793
0,54,97,120880,33212,72696,8411,43049,31431,54574,27095
0,38,100,385239,284936,89515,155712,41171,24532,36585,23951
0,43,100,573563,7907,13154,3726,17316,5101,15764,5781
0,48,97,23860,31324,14837,3558,15854,29824,26737,27375
0,38,93,148947,96622,10965,62248,40938,18904,34129,10370
0,60,80,79862,49935,4801,14008,10505,18858,32395,12867
0,66,74,498365,49151,29603,7971,49623,30474,19566,3996
0,37,70,822907,197669,27703,17730,5620,10994,13523,6815
0,37,66,3478536,202722,27420,83006,139605,34442,40469,15484
0,23,75,169513,91464,54354,9669,13680,13357,13185,10407
0,3,69,2114750,351053,53320,17833,28964,26146,29144,24457
0,4,80,778361,28739,8917,8863,5565,2069,1861,727
0,1,69,1851867,461645,42354,37772,89084,49179,21232,35253
0,11,67,188103,4474,1858,2075,2546,1890,3933,1662
0,14,64,1248894,255232,29527,20661,80776,26317,53187,30528
0,20,64,1301384,353956,180032,67245,114985,48050,36511,19893
0,24,87,783577,29962,29975,15180,10475,10982,9402,8770
0,21,81,1410653,195750,48453,25217,4920,47956,12620,8577
0,35,88,1749287,132636,41870,11122,26070,52281,14938,7804
0,38,87,543884,134013,57521,21440,39946,18271,31367,14657
0,44,70,1038082,365625,100509,59135,82236,148381,43376,9110
0,41,80,173481,102660,24895,50288,5414,18677,18685,4777
0,35,87,751071,10200,1172,5850,2144,3041,3195,826
0,51,84,1006759,212418,102713,39017,46486,119014,45010,26047
0,51,91,2057479,118343,99312,46239,125718,89045,24468,35411
0,47,66,702642,136824,6344,5495,21594,11111,14713,7461
0,44,77,2826102,137198,226029,17888,94452,50884,99743,41193
0,34,64,1211822,124081,20488,5732,9181,21380,10000,10209
0,17,64,188175,28476,7603,6735,2428,3465,4068,1686
0,27,74,1733874,149762,9751,15063,31042,25299,22032,5457
0,20,50,1514888,555722,39483,40344,38180,47357,42638,75078
0,20,53,772772,274069,22864,49943,29231,47786,25064,29188
0,21,38,2408062,448643,6903,62920,79601,48449,39117,31768
0,34,41,475412,122310,29304,7600,60596,65382,46431,17704
0,30,35,717093,137662,8461,5113,17252,9472,16500,8304
0,27,29,315656,62250,4057,7179,7325,7030,7406,8606
0,27,24,551427,393143,30960,6948,33511,42494,95816,22737
0,10,44,1268802,62768,28522,30184,7738,9995,6926,6715
0,3,51,1325911,435533,39433,40664,59826,18744,28749,17932
0,1,53,312263,482204,78948,7802,47583,29401,58237,15755
0,1,61,2867507,541788,35597,69130,35861,52902,34560,32813
0,3,56,94560,71218,31941,33727,34420,22707,55069,29494
0,17,63,1541539,351237,60899,43451,11299,63021,39175,16032
0,24,67,659921,233743,26476,45891,55729,30393,60343,74039
0,37,87,868164,78150,51942,47972,11552,33224,29606,12290
0,37,75,588977,197509,16804,39352,23526,43890,36911,14352
0,34,83,518034,50073,20112,30731,39620,10617,16744,11268
0,26,87,2003870,423625,105272,77415,76144,34307,48266,21086
0,17,78,360124,97669,29312,23124,20662,15199,31277,4682
0,7,64,269729,159708,7887,3694,6059,10977,13999,12206
0,20,64,608307,61517,23852,26880,5304,37125,46000,12458
0,27,69,49395,56330,8224,22970,5219,8314,3867,4735
0,37,74,54706,38305,31622,12776,25757,18167,28135,15014
0,57,96,143949,31898,33877,12282,47210,30208,12758,29332
0,47,100,77163,41598,9329,45240,28658,11499,20127,16019
0,48,90,89292,166300,23426,24026,47842,30588,19342,12164
0,48,84,163293,41847,5749,18030,16605,14840,7995,5179
0,27,67,349242,322390,12639,28938,55962,26175,18472,22916
0,40,54,1126815,31836,7300,6640,6444,16189,14349,5708
0,50,69,95736,34066,14824,39166,28351,25360,52645,15955
0,47,77,638685,125014,74114,35470,40697,44230,74202,18122
0,44,78,742633,369817,15121,38799,17432,22449,28110,36667
0,37,84,461252,125485,32336,40709,19603,33919,34151,19516
0,23,77,276526,250019,66237,34745,59117,29006,26037,5420
0,24,61,663489,92754,15263,12052,54745,25380,29876,20403
0,34,81,521566,40537,28730,13690,8194,10115,6454,3663
0,35,78,210820,36639,6688,8888,6278,9720,3944,3038
